"sex" "AgeGr" "Start" "End" "Coh" "exclude" "n" "TotalPop" "sY" "eY" "YearGr"
0 95.5 3 4 1923 1 68 658 2018.5 2019.75 18
0 95.5 4 4 1923 0 4887 4887 2018.5 2019.75 18
0 95.5 4 4 1923 1 2270 2270 2018.5 2019.75 18
0 95.75 1 1 1923 0 436 494 2018.75 2020 18
0 95.75 1 1 1923 1 193 209 2018.75 2020 18
0 95.75 1 2 1923 0 42 494 2018.75 2020 18
0 95.75 1 2 1923 1 13 209 2018.75 2020 18
0 95.75 1 3 1923 0 6 494 2018.75 2020 18
0 95.75 1 3 1923 1 1 209 2018.75 2020 18
0 95.75 1 4 1923 0 10 494 2018.75 2020 18
0 95.75 1 4 1923 1 2 209 2018.75 2020 18
0 95.75 2 2 1923 0 1290 1426 2018.75 2020 18
0 95.75 2 2 1923 1 614 680 2018.75 2020 18
0 95.75 2 3 1923 0 77 1426 2018.75 2020 18
0 95.75 2 3 1923 1 38 680 2018.75 2020 18
0 95.75 2 4 1923 0 59 1426 2018.75 2020 18
0 95.75 2 4 1923 1 28 680 2018.75 2020 18
0 95.75 3 3 1923 0 1188 1311 2018.75 2020 18
0 95.75 3 3 1923 1 574 629 2018.75 2020 18
0 95.75 3 4 1923 0 123 1311 2018.75 2020 18
0 95.75 3 4 1923 1 55 629 2018.75 2020 18
0 95.75 4 4 1923 0 5122 5122 2018.75 2020 18
0 95.75 4 4 1923 1 2364 2364 2018.75 2020 18
1 95 1 1 1923 0 373 425 2018 2019.25 18
1 95 1 1 1923 1 218 240 2018 2019.25 18
1 95 1 2 1923 0 37 425 2018 2019.25 18
1 95 1 2 1923 1 18 240 2018 2019.25 18
1 95 1 3 1923 0 4 425 2018 2019.25 18
1 95 1 4 1923 0 11 425 2018 2019.25 18
1 95 1 4 1923 1 4 240 2018 2019.25 18
1 95 2 2 1923 0 598 682 2018 2019.25 18
1 95 2 2 1923 1 279 311 2018 2019.25 18
1 95 2 3 1923 0 42 682 2018 2019.25 18
1 95 2 3 1923 1 12 311 2018 2019.25 18
1 95 2 4 1923 0 42 682 2018 2019.25 18
1 95 2 4 1923 1 20 311 2018 2019.25 18
1 95 3 3 1923 0 330 380 2018 2019.25 18
1 95 3 3 1923 1 171 209 2018 2019.25 18
1 95 3 4 1923 0 50 380 2018 2019.25 18
1 95 3 4 1923 1 38 209 2018 2019.25 18
1 95 4 4 1923 0 2367 2367 2018 2019.25 18
1 95 4 4 1923 1 1212 1212 2018 2019.25 18
1 95.25 1 1 1923 0 340 373 2018.25 2019.5 18
1 95.25 1 1 1923 1 198 218 2018.25 2019.5 18
1 95.25 1 2 1923 0 21 373 2018.25 2019.5 18
1 95.25 1 2 1923 1 13 218 2018.25 2019.5 18
1 95.25 1 3 1923 0 4 373 2018.25 2019.5 18
1 95.25 1 3 1923 1 5 218 2018.25 2019.5 18
1 95.25 1 4 1923 0 8 373 2018.25 2019.5 18
1 95.25 1 4 1923 1 2 218 2018.25 2019.5 18
1 95.25 2 2 1923 0 559 635 2018.25 2019.5 18
1 95.25 2 2 1923 1 269 297 2018.25 2019.5 18
1 95.25 2 3 1923 0 31 635 2018.25 2019.5 18
1 95.25 2 3 1923 1 7 297 2018.25 2019.5 18
1 95.25 2 4 1923 0 45 635 2018.25 2019.5 18
1 95.25 2 4 1923 1 21 297 2018.25 2019.5 18
1 95.25 3 3 1923 0 321 376 2018.25 2019.5 18
1 95.25 3 3 1923 1 146 183 2018.25 2019.5 18
1 95.25 3 4 1923 0 55 376 2018.25 2019.5 18
1 95.25 3 4 1923 1 37 183 2018.25 2019.5 18
1 95.25 4 4 1923 0 2470 2470 2018.25 2019.5 18
1 95.25 4 4 1923 1 1274 1274 2018.25 2019.5 18
1 95.5 1 1 1923 0 311 340 2018.5 2019.75 18
1 95.5 1 1 1923 1 173 198 2018.5 2019.75 18
1 95.5 1 2 1923 0 16 340 2018.5 2019.75 18
1 95.5 1 2 1923 1 20 198 2018.5 2019.75 18
1 95.5 1 3 1923 0 3 340 2018.5 2019.75 18
1 95.5 1 3 1923 1 1 198 2018.5 2019.75 18
1 95.5 1 4 1923 0 10 340 2018.5 2019.75 18
1 95.5 1 4 1923 1 4 198 2018.5 2019.75 18
1 95.5 2 2 1923 0 516 580 2018.5 2019.75 18
1 95.5 2 2 1923 1 259 282 2018.5 2019.75 18
1 95.5 2 3 1923 0 29 580 2018.5 2019.75 18
1 95.5 2 3 1923 1 10 282 2018.5 2019.75 18
1 95.5 2 4 1923 0 35 580 2018.5 2019.75 18
1 95.5 2 4 1923 1 13 282 2018.5 2019.75 18
1 95.5 3 3 1923 0 310 356 2018.5 2019.75 18
1 95.5 3 3 1923 1 138 158 2018.5 2019.75 18
1 95.5 3 4 1923 0 46 356 2018.5 2019.75 18
1 95.5 3 4 1923 1 20 158 2018.5 2019.75 18
1 95.5 4 4 1923 0 2578 2578 2018.5 2019.75 18
1 95.5 4 4 1923 1 1334 1334 2018.5 2019.75 18
1 95.75 1 1 1923 0 269 311 2018.75 2020 18
1 95.75 1 1 1923 1 151 173 2018.75 2020 18
1 95.75 1 2 1923 0 32 311 2018.75 2020 18
1 95.75 1 2 1923 1 17 173 2018.75 2020 18
1 95.75 1 3 1923 0 5 311 2018.75 2020 18
1 95.75 1 3 1923 1 1 173 2018.75 2020 18
1 95.75 1 4 1923 0 5 311 2018.75 2020 18
1 95.75 1 4 1923 1 4 173 2018.75 2020 18
1 95.75 2 2 1923 0 478 532 2018.75 2020 18
1 95.75 2 2 1923 1 251 279 2018.75 2020 18
1 95.75 2 3 1923 0 18 532 2018.75 2020 18
1 95.75 2 3 1923 1 8 279 2018.75 2020 18
1 95.75 2 4 1923 0 36 532 2018.75 2020 18
1 95.75 2 4 1923 1 20 279 2018.75 2020 18
1 95.75 3 3 1923 0 301 342 2018.75 2020 18
1 95.75 3 3 1923 1 121 149 2018.75 2020 18
1 95.75 3 4 1923 0 41 342 2018.75 2020 18
1 95.75 3 4 1923 1 28 149 2018.75 2020 18
1 95.75 4 4 1923 0 2669 2669 2018.75 2020 18
1 95.75 4 4 1923 1 1371 1371 2018.75 2020 18
0 94 1 1 1924 0 909 1001 2018 2019.25 18
0 94 1 1 1924 1 455 497 2018 2019.25 18
0 94 1 2 1924 0 71 1001 2018 2019.25 18
0 94 1 2 1924 1 32 497 2018 2019.25 18
0 94 1 3 1924 0 5 1001 2018 2019.25 18
0 94 1 3 1924 1 4 497 2018 2019.25 18
0 94 1 4 1924 0 16 1001 2018 2019.25 18
0 94 1 4 1924 1 6 497 2018 2019.25 18
0 94 2 2 1924 0 2097 2295 2018 2019.25 18
0 94 2 2 1924 1 1079 1171 2018 2019.25 18
0 94 2 3 1924 0 113 2295 2018 2019.25 18
0 94 2 3 1924 1 40 1171 2018 2019.25 18
0 94 2 4 1924 0 85 2295 2018 2019.25 18
0 94 2 4 1924 1 52 1171 2018 2019.25 18
0 94 3 3 1924 0 1661 1830 2018 2019.25 18
0 94 3 3 1924 1 741 818 2018 2019.25 18
0 94 3 4 1924 0 169 1830 2018 2019.25 18
0 94 3 4 1924 1 77 818 2018 2019.25 18
0 94 4 4 1924 0 4470 4470 2018 2019.25 18
0 94 4 4 1924 1 2293 2293 2018 2019.25 18
0 94.25 1 1 1924 0 825 909 2018.25 2019.5 18
0 94.25 1 1 1924 1 414 455 2018.25 2019.5 18
0 94.25 1 2 1924 0 62 909 2018.25 2019.5 18
0 94.25 1 2 1924 1 29 455 2018.25 2019.5 18
0 94.25 1 3 1924 0 10 909 2018.25 2019.5 18
0 94.25 1 3 1924 1 2 455 2018.25 2019.5 18
0 94.25 1 4 1924 0 12 909 2018.25 2019.5 18
0 94.25 1 4 1924 1 10 455 2018.25 2019.5 18
0 94.25 2 2 1924 0 2013 2168 2018.25 2019.5 18
0 94.25 2 2 1924 1 1014 1111 2018.25 2019.5 18
0 94.25 2 3 1924 0 88 2168 2018.25 2019.5 18
0 94.25 2 3 1924 1 50 1111 2018.25 2019.5 18
0 94.25 2 4 1924 0 67 2168 2018.25 2019.5 18
0 94.25 2 4 1924 1 47 1111 2018.25 2019.5 18
0 94.25 3 3 1924 0 1616 1779 2018.25 2019.5 18
0 94.25 3 3 1924 1 702 785 2018.25 2019.5 18
0 94.25 3 4 1924 0 163 1779 2018.25 2019.5 18
0 94.25 3 4 1924 1 83 785 2018.25 2019.5 18
0 94.25 4 4 1924 0 4740 4740 2018.25 2019.5 18
0 94.25 4 4 1924 1 2428 2428 2018.25 2019.5 18
0 94.5 1 1 1924 0 754 825 2018.5 2019.75 18
0 94.5 1 1 1924 1 383 414 2018.5 2019.75 18
0 94.5 1 2 1924 0 60 825 2018.5 2019.75 18
0 94.5 1 2 1924 1 22 414 2018.5 2019.75 18
0 94.5 1 3 1924 0 3 825 2018.5 2019.75 18
0 94.5 1 3 1924 1 1 414 2018.5 2019.75 18
0 94.5 1 4 1924 0 8 825 2018.5 2019.75 18
0 94.5 1 4 1924 1 8 414 2018.5 2019.75 18
0 94.5 2 2 1924 0 1904 2075 2018.5 2019.75 18
0 94.5 2 2 1924 1 954 1043 2018.5 2019.75 18
0 94.5 2 3 1924 0 98 2075 2018.5 2019.75 18
0 94.5 2 3 1924 1 47 1043 2018.5 2019.75 18
0 94.5 2 4 1924 0 73 2075 2018.5 2019.75 18
0 94.5 2 4 1924 1 42 1043 2018.5 2019.75 18
0 94.5 3 3 1924 0 1554 1714 2018.5 2019.75 18
0 94.5 3 3 1924 1 664 754 2018.5 2019.75 18
0 94.5 3 4 1924 0 160 1714 2018.5 2019.75 18
0 94.5 3 4 1924 1 90 754 2018.5 2019.75 18
0 94.5 4 4 1924 0 4982 4982 2018.5 2019.75 18
0 94.5 4 4 1924 1 2568 2568 2018.5 2019.75 18
0 94.75 1 1 1924 0 686 754 2018.75 2020 18
0 94.75 1 1 1924 1 338 383 2018.75 2020 18
0 94.75 1 2 1924 0 48 754 2018.75 2020 18
0 94.75 1 2 1924 1 38 383 2018.75 2020 18
0 94.75 1 3 1924 0 7 754 2018.75 2020 18
0 94.75 1 3 1924 1 2 383 2018.75 2020 18
0 94.75 1 4 1924 0 13 754 2018.75 2020 18
0 94.75 1 4 1924 1 5 383 2018.75 2020 18
0 94.75 2 2 1924 0 1812 1964 2018.75 2020 18
0 94.75 2 2 1924 1 901 976 2018.75 2020 18
0 94.75 2 3 1924 0 91 1964 2018.75 2020 18
0 94.75 2 3 1924 1 40 976 2018.75 2020 18
0 94.75 2 4 1924 0 61 1964 2018.75 2020 18
0 94.75 2 4 1924 1 35 976 2018.75 2020 18
0 94.75 3 3 1924 0 1486 1655 2018.75 2020 18
0 94.75 3 3 1924 1 654 712 2018.75 2020 18
0 94.75 3 4 1924 0 169 1655 2018.75 2020 18
0 94.75 3 4 1924 1 58 712 2018.75 2020 18
0 94.75 4 4 1924 0 5223 5223 2018.75 2020 18
0 94.75 4 4 1924 1 2708 2708 2018.75 2020 18
1 94 1 1 1924 0 607 681 2018 2019.25 18
1 94 1 1 1924 1 324 357 2018 2019.25 18
1 94 1 2 1924 0 43 681 2018 2019.25 18
1 94 1 2 1924 1 25 357 2018 2019.25 18
1 94 1 3 1924 0 8 681 2018 2019.25 18
1 94 1 3 1924 1 2 357 2018 2019.25 18
1 94 1 4 1924 0 23 681 2018 2019.25 18
1 94 1 4 1924 1 6 357 2018 2019.25 18
1 94 2 2 1924 0 813 903 2018 2019.25 18
1 94 2 2 1924 1 372 415 2018 2019.25 18
1 94 2 3 1924 0 31 903 2018 2019.25 18
1 94 2 3 1924 1 20 415 2018 2019.25 18
1 94 2 4 1924 0 59 903 2018 2019.25 18
1 94 2 4 1924 1 23 415 2018 2019.25 18
1 94 3 3 1924 0 430 493 2018 2019.25 18
1 94 3 3 1924 1 224 256 2018 2019.25 18
1 94 3 4 1924 0 63 493 2018 2019.25 18
1 94 3 4 1924 1 32 256 2018 2019.25 18
1 94 4 4 1924 0 2616 2616 2018 2019.25 18
1 94 4 4 1924 1 1325 1325 2018 2019.25 18
1 94.25 1 1 1924 0 550 607 2018.25 2019.5 18
1 94.25 1 1 1924 1 291 324 2018.25 2019.5 18
1 94.25 1 2 1924 0 39 607 2018.25 2019.5 18
1 94.25 1 2 1924 1 21 324 2018.25 2019.5 18
1 94.25 1 3 1924 0 3 607 2018.25 2019.5 18
1 94.25 1 3 1924 1 4 324 2018.25 2019.5 18
1 94.25 1 4 1924 0 15 607 2018.25 2019.5 18
1 94.25 1 4 1924 1 8 324 2018.25 2019.5 18
1 94.25 2 2 1924 0 754 856 2018.25 2019.5 18
1 94.25 2 2 1924 1 347 397 2018.25 2019.5 18
1 94.25 2 3 1924 0 39 856 2018.25 2019.5 18
1 94.25 2 3 1924 1 25 397 2018.25 2019.5 18
1 94.25 2 4 1924 0 63 856 2018.25 2019.5 18
1 94.25 2 4 1924 1 25 397 2018.25 2019.5 18
1 94.25 3 3 1924 0 401 469 2018.25 2019.5 18
1 94.25 3 3 1924 1 220 246 2018.25 2019.5 18
1 94.25 3 4 1924 0 68 469 2018.25 2019.5 18
1 94.25 3 4 1924 1 26 246 2018.25 2019.5 18
1 94.25 4 4 1924 0 2761 2761 2018.25 2019.5 18
1 94.25 4 4 1924 1 1386 1386 2018.25 2019.5 18
1 94.5 1 1 1924 0 490 550 2018.5 2019.75 18
1 94.5 1 1 1924 1 262 291 2018.5 2019.75 18
1 94.5 1 2 1924 0 37 550 2018.5 2019.75 18
1 94.5 1 2 1924 1 15 291 2018.5 2019.75 18
1 94.5 1 3 1924 0 5 550 2018.5 2019.75 18
1 94.5 1 3 1924 1 2 291 2018.5 2019.75 18
1 94.5 1 4 1924 0 18 550 2018.5 2019.75 18
1 94.5 1 4 1924 1 12 291 2018.5 2019.75 18
1 94.5 2 2 1924 0 698 793 2018.5 2019.75 18
1 94.5 2 2 1924 1 332 368 2018.5 2019.75 18
1 94.5 2 3 1924 0 39 793 2018.5 2019.75 18
1 94.5 2 3 1924 1 15 368 2018.5 2019.75 18
1 94.5 2 4 1924 0 56 793 2018.5 2019.75 18
1 94.5 2 4 1924 1 21 368 2018.5 2019.75 18
1 94.5 3 3 1924 0 376 443 2018.5 2019.75 18
1 94.5 3 3 1924 1 221 249 2018.5 2019.75 18
1 94.5 3 4 1924 0 67 443 2018.5 2019.75 18
1 94.5 3 4 1924 1 28 249 2018.5 2019.75 18
1 94.5 4 4 1924 0 2907 2907 2018.5 2019.75 18
1 94.5 4 4 1924 1 1445 1445 2018.5 2019.75 18
1 94.75 1 1 1924 0 426 490 2018.75 2020 18
1 94.75 1 1 1924 1 247 262 2018.75 2020 18
1 94.75 1 2 1924 0 40 490 2018.75 2020 18
1 94.75 1 2 1924 1 11 262 2018.75 2020 18
1 94.75 1 3 1924 0 7 490 2018.75 2020 18
1 94.75 1 3 1924 1 2 262 2018.75 2020 18
1 94.75 1 4 1924 0 17 490 2018.75 2020 18
1 94.75 1 4 1924 1 2 262 2018.75 2020 18
1 94.75 2 2 1924 0 654 735 2018.75 2020 18
1 94.75 2 2 1924 1 314 347 2018.75 2020 18
1 94.75 2 3 1924 0 30 735 2018.75 2020 18
1 94.75 2 3 1924 1 12 347 2018.75 2020 18
1 94.75 2 4 1924 0 51 735 2018.75 2020 18
1 94.75 2 4 1924 1 21 347 2018.75 2020 18
1 94.75 3 3 1924 0 354 420 2018.75 2020 18
1 94.75 3 3 1924 1 206 238 2018.75 2020 18
1 94.75 3 4 1924 0 66 420 2018.75 2020 18
1 94.75 3 4 1924 1 32 238 2018.75 2020 18
1 94.75 4 4 1924 0 3048 3048 2018.75 2020 18
1 94.75 4 4 1924 1 1506 1506 2018.75 2020 18
0 93 1 1 1925 0 1296 1437 2018 2019.25 18
0 93 1 1 1925 1 627 699 2018 2019.25 18
0 93 1 2 1925 0 111 1437 2018 2019.25 18
0 93 1 2 1925 1 55 699 2018 2019.25 18
0 93 1 3 1925 0 12 1437 2018 2019.25 18
0 93 1 3 1925 1 8 699 2018 2019.25 18
0 93 1 4 1925 0 18 1437 2018 2019.25 18
0 93 1 4 1925 1 9 699 2018 2019.25 18
0 93 2 2 1925 0 2626 2868 2018 2019.25 18
0 93 2 2 1925 1 1315 1432 2018 2019.25 18
0 93 2 3 1925 0 130 2868 2018 2019.25 18
0 93 2 3 1925 1 63 1432 2018 2019.25 18
0 93 2 4 1925 0 112 2868 2018 2019.25 18
0 93 2 4 1925 1 54 1432 2018 2019.25 18
0 93 3 3 1925 0 1822 2014 2018 2019.25 18
0 93 3 3 1925 1 814 908 2018 2019.25 18
0 93 3 4 1925 0 192 2014 2018 2019.25 18
0 93 3 4 1925 1 94 908 2018 2019.25 18
0 93 4 4 1925 0 4728 4728 2018 2019.25 18
0 93 4 4 1925 1 2510 2510 2018 2019.25 18
0 93.25 1 1 1925 0 1203 1296 2018.25 2019.5 18
0 93.25 1 1 1925 1 569 627 2018.25 2019.5 18
0 93.25 1 2 1925 0 67 1296 2018.25 2019.5 18
0 93.25 1 2 1925 1 51 627 2018.25 2019.5 18
0 93.25 1 3 1925 0 5 1296 2018.25 2019.5 18
0 93.25 1 3 1925 1 4 627 2018.25 2019.5 18
0 93.25 1 4 1925 0 21 1296 2018.25 2019.5 18
0 93.25 1 4 1925 1 3 627 2018.25 2019.5 18
0 93.25 2 2 1925 0 2543 2737 2018.25 2019.5 18
0 93.25 2 2 1925 1 1263 1370 2018.25 2019.5 18
0 93.25 2 3 1925 0 101 2737 2018.25 2019.5 18
0 93.25 2 3 1925 1 48 1370 2018.25 2019.5 18
0 93.25 2 4 1925 0 93 2737 2018.25 2019.5 18
0 93.25 2 4 1925 1 59 1370 2018.25 2019.5 18
0 93.25 3 3 1925 0 1760 1964 2018.25 2019.5 18
0 93.25 3 3 1925 1 817 885 2018.25 2019.5 18
0 93.25 3 4 1925 0 204 1964 2018.25 2019.5 18
0 93.25 3 4 1925 1 68 885 2018.25 2019.5 18
0 93.25 4 4 1925 0 5050 5050 2018.25 2019.5 18
0 93.25 4 4 1925 1 2667 2667 2018.25 2019.5 18
0 93.5 1 1 1925 0 1059 1203 2018.5 2019.75 18
0 93.5 1 1 1925 1 519 569 2018.5 2019.75 18
0 93.5 1 2 1925 0 116 1203 2018.5 2019.75 18
0 93.5 1 2 1925 1 40 569 2018.5 2019.75 18
0 93.5 1 3 1925 0 12 1203 2018.5 2019.75 18
0 93.5 1 3 1925 1 4 569 2018.5 2019.75 18
0 93.5 1 4 1925 0 16 1203 2018.5 2019.75 18
0 93.5 1 4 1925 1 6 569 2018.5 2019.75 18
0 93.5 2 2 1925 0 2388 2610 2018.5 2019.75 18
0 93.5 2 2 1925 1 1207 1314 2018.5 2019.75 18
0 93.5 2 3 1925 0 113 2610 2018.5 2019.75 18
0 93.5 2 3 1925 1 60 1314 2018.5 2019.75 18
0 93.5 2 4 1925 0 109 2610 2018.5 2019.75 18
0 93.5 2 4 1925 1 47 1314 2018.5 2019.75 18
0 93.5 3 3 1925 0 1684 1866 2018.5 2019.75 18
0 93.5 3 3 1925 1 788 869 2018.5 2019.75 18
0 93.5 3 4 1925 0 182 1866 2018.5 2019.75 18
0 93.5 3 4 1925 1 81 869 2018.5 2019.75 18
0 93.5 4 4 1925 0 5368 5368 2018.5 2019.75 18
0 93.5 4 4 1925 1 2797 2797 2018.5 2019.75 18
0 93.75 1 1 1925 0 968 1059 2018.75 2020 18
0 93.75 1 1 1925 1 474 519 2018.75 2020 18
0 93.75 1 2 1925 0 67 1059 2018.75 2020 18
0 93.75 1 2 1925 1 36 519 2018.75 2020 18
0 93.75 1 3 1925 0 9 1059 2018.75 2020 18
0 93.75 1 3 1925 1 3 519 2018.75 2020 18
0 93.75 1 4 1925 0 15 1059 2018.75 2020 18
0 93.75 1 4 1925 1 6 519 2018.75 2020 18
0 93.75 2 2 1925 0 2283 2504 2018.75 2020 18
0 93.75 2 2 1925 1 1159 1247 2018.75 2020 18
0 93.75 2 3 1925 0 131 2504 2018.75 2020 18
0 93.75 2 3 1925 1 40 1247 2018.75 2020 18
0 93.75 2 4 1925 0 90 2504 2018.75 2020 18
0 93.75 2 4 1925 1 48 1247 2018.75 2020 18
0 93.75 3 3 1925 0 1666 1809 2018.75 2020 18
0 93.75 3 3 1925 1 765 852 2018.75 2020 18
0 93.75 3 4 1925 0 143 1809 2018.75 2020 18
0 93.75 3 4 1925 1 87 852 2018.75 2020 18
0 93.75 4 4 1925 0 5675 5675 2018.75 2020 18
0 93.75 4 4 1925 1 2931 2931 2018.75 2020 18
1 93 1 1 1925 0 893 994 2018 2019.25 18
1 93 1 1 1925 1 458 514 2018 2019.25 18
1 93 1 2 1925 0 74 994 2018 2019.25 18
1 93 1 2 1925 1 36 514 2018 2019.25 18
1 93 1 3 1925 0 7 994 2018 2019.25 18
1 93 1 3 1925 1 5 514 2018 2019.25 18
1 93 1 4 1925 0 20 994 2018 2019.25 18
1 93 1 4 1925 1 15 514 2018 2019.25 18
1 93 2 2 1925 0 1067 1191 2018 2019.25 18
1 93 2 2 1925 1 499 565 2018 2019.25 18
1 93 2 3 1925 0 50 1191 2018 2019.25 18
1 93 2 3 1925 1 30 565 2018 2019.25 18
1 93 2 4 1925 0 74 1191 2018 2019.25 18
1 93 2 4 1925 1 36 565 2018 2019.25 18
1 93 3 3 1925 0 492 569 2018 2019.25 18
1 93 3 3 1925 1 220 255 2018 2019.25 18
1 93 3 4 1925 0 77 569 2018 2019.25 18
1 93 3 4 1925 1 35 255 2018 2019.25 18
1 93 4 4 1925 0 3037 3037 2018 2019.25 18
1 93 4 4 1925 1 1607 1607 2018 2019.25 18
1 93.25 1 1 1925 0 815 893 2018.25 2019.5 18
1 93.25 1 1 1925 1 423 458 2018.25 2019.5 18
1 93.25 1 2 1925 0 56 893 2018.25 2019.5 18
1 93.25 1 2 1925 1 16 458 2018.25 2019.5 18
1 93.25 1 3 1925 0 5 893 2018.25 2019.5 18
1 93.25 1 3 1925 1 3 458 2018.25 2019.5 18
1 93.25 1 4 1925 0 17 893 2018.25 2019.5 18
1 93.25 1 4 1925 1 16 458 2018.25 2019.5 18
1 93.25 2 2 1925 0 1013 1141 2018.25 2019.5 18
1 93.25 2 2 1925 1 492 535 2018.25 2019.5 18
1 93.25 2 3 1925 0 43 1141 2018.25 2019.5 18
1 93.25 2 3 1925 1 9 535 2018.25 2019.5 18
1 93.25 2 4 1925 0 85 1141 2018.25 2019.5 18
1 93.25 2 4 1925 1 34 535 2018.25 2019.5 18
1 93.25 3 3 1925 0 485 549 2018.25 2019.5 18
1 93.25 3 3 1925 1 223 255 2018.25 2019.5 18
1 93.25 3 4 1925 0 64 549 2018.25 2019.5 18
1 93.25 3 4 1925 1 32 255 2018.25 2019.5 18
1 93.25 4 4 1925 0 3208 3208 2018.25 2019.5 18
1 93.25 4 4 1925 1 1693 1693 2018.25 2019.5 18
1 93.5 1 1 1925 0 736 815 2018.5 2019.75 18
1 93.5 1 1 1925 1 380 423 2018.5 2019.75 18
1 93.5 1 2 1925 0 55 815 2018.5 2019.75 18
1 93.5 1 2 1925 1 34 423 2018.5 2019.75 18
1 93.5 1 3 1925 0 8 815 2018.5 2019.75 18
1 93.5 1 3 1925 1 1 423 2018.5 2019.75 18
1 93.5 1 4 1925 0 16 815 2018.5 2019.75 18
1 93.5 1 4 1925 1 8 423 2018.5 2019.75 18
1 93.5 2 2 1925 0 954 1069 2018.5 2019.75 18
1 93.5 2 2 1925 1 449 508 2018.5 2019.75 18
1 93.5 2 3 1925 0 49 1069 2018.5 2019.75 18
1 93.5 2 3 1925 1 22 508 2018.5 2019.75 18
1 93.5 2 4 1925 0 66 1069 2018.5 2019.75 18
1 93.5 2 4 1925 1 37 508 2018.5 2019.75 18
1 93.5 3 3 1925 0 460 533 2018.5 2019.75 18
1 93.5 3 3 1925 1 201 235 2018.5 2019.75 18
1 93.5 3 4 1925 0 73 533 2018.5 2019.75 18
1 93.5 3 4 1925 1 34 235 2018.5 2019.75 18
1 93.5 4 4 1925 0 3374 3374 2018.5 2019.75 18
1 93.5 4 4 1925 1 1775 1775 2018.5 2019.75 18
1 93.75 1 1 1925 0 650 736 2018.75 2020 18
1 93.75 1 1 1925 1 333 380 2018.75 2020 18
1 93.75 1 2 1925 0 57 736 2018.75 2020 18
1 93.75 1 2 1925 1 33 380 2018.75 2020 18
1 93.75 1 3 1925 0 10 736 2018.75 2020 18
1 93.75 1 3 1925 1 5 380 2018.75 2020 18
1 93.75 1 4 1925 0 19 736 2018.75 2020 18
1 93.75 1 4 1925 1 9 380 2018.75 2020 18
1 93.75 2 2 1925 0 894 1009 2018.75 2020 18
1 93.75 2 2 1925 1 431 483 2018.75 2020 18
1 93.75 2 3 1925 0 55 1009 2018.75 2020 18
1 93.75 2 3 1925 1 20 483 2018.75 2020 18
1 93.75 2 4 1925 0 60 1009 2018.75 2020 18
1 93.75 2 4 1925 1 32 483 2018.75 2020 18
1 93.75 3 3 1925 0 454 517 2018.75 2020 18
1 93.75 3 3 1925 1 193 224 2018.75 2020 18
1 93.75 3 4 1925 0 63 517 2018.75 2020 18
1 93.75 3 4 1925 1 31 224 2018.75 2020 18
1 93.75 4 4 1925 0 3529 3529 2018.75 2020 18
1 93.75 4 4 1925 1 1854 1854 2018.75 2020 18
0 92 1 1 1926 0 1859 2020 2018 2019.25 18
0 92 1 1 1926 1 904 990 2018 2019.25 18
0 92 1 2 1926 0 125 2020 2018 2019.25 18
0 92 1 2 1926 1 65 990 2018 2019.25 18
0 92 1 3 1926 0 10 2020 2018 2019.25 18
0 92 1 3 1926 1 6 990 2018 2019.25 18
0 92 1 4 1926 0 26 2020 2018 2019.25 18
0 92 1 4 1926 1 15 990 2018 2019.25 18
0 92 2 2 1926 0 3108 3381 2018 2019.25 18
0 92 2 2 1926 1 1561 1698 2018 2019.25 18
0 92 2 3 1926 0 126 3381 2018 2019.25 18
0 92 2 3 1926 1 70 1698 2018 2019.25 18
0 92 2 4 1926 0 147 3381 2018 2019.25 18
0 92 2 4 1926 1 67 1698 2018 2019.25 18
0 92 3 3 1926 0 1911 2104 2018 2019.25 18
0 92 3 3 1926 1 874 965 2018 2019.25 18
0 92 3 4 1926 0 193 2104 2018 2019.25 18
0 92 3 4 1926 1 91 965 2018 2019.25 18
0 92 4 4 1926 0 4790 4790 2018 2019.25 18
0 92 4 4 1926 1 2431 2431 2018 2019.25 18
0 92.25 1 1 1926 0 1716 1859 2018.25 2019.5 18
0 92.25 1 1 1926 1 831 904 2018.25 2019.5 18
0 92.25 1 2 1926 0 114 1859 2018.25 2019.5 18
0 92.25 1 2 1926 1 53 904 2018.25 2019.5 18
0 92.25 1 3 1926 0 10 1859 2018.25 2019.5 18
0 92.25 1 3 1926 1 7 904 2018.25 2019.5 18
0 92.25 1 4 1926 0 19 1859 2018.25 2019.5 18
0 92.25 1 4 1926 1 13 904 2018.25 2019.5 18
0 92.25 2 2 1926 0 3013 3233 2018.25 2019.5 18
0 92.25 2 2 1926 1 1498 1626 2018.25 2019.5 18
0 92.25 2 3 1926 0 119 3233 2018.25 2019.5 18
0 92.25 2 3 1926 1 66 1626 2018.25 2019.5 18
0 92.25 2 4 1926 0 101 3233 2018.25 2019.5 18
0 92.25 2 4 1926 1 62 1626 2018.25 2019.5 18
0 92.25 3 3 1926 0 1882 2047 2018.25 2019.5 18
0 92.25 3 3 1926 1 872 950 2018.25 2019.5 18
0 92.25 3 4 1926 0 165 2047 2018.25 2019.5 18
0 92.25 3 4 1926 1 78 950 2018.25 2019.5 18
0 92.25 4 4 1926 0 5156 5156 2018.25 2019.5 18
0 92.25 4 4 1926 1 2604 2604 2018.25 2019.5 18
0 92.5 1 1 1926 0 1575 1716 2018.5 2019.75 18
0 92.5 1 1 1926 1 753 831 2018.5 2019.75 18
