"sex" "AgeGr" "Start" "End" "Coh" "exclude" "n" "TotalPop" "sY" "eY" "YearGr"
1 87 1 4 1931 1 47 2948 2018 2019.25 18
1 87 2 2 1931 0 2172 2357 2018 2019.25 18
1 87 2 2 1931 1 1025 1114 2018 2019.25 18
1 87 2 3 1931 0 80 2357 2018 2019.25 18
1 87 2 3 1931 1 31 1114 2018 2019.25 18
1 87 2 4 1931 0 105 2357 2018 2019.25 18
1 87 2 4 1931 1 58 1114 2018 2019.25 18
1 87 3 3 1931 0 760 843 2018 2019.25 18
1 87 3 3 1931 1 393 453 2018 2019.25 18
1 87 3 4 1931 0 83 843 2018 2019.25 18
1 87 3 4 1931 1 60 453 2018 2019.25 18
1 87 4 4 1931 0 3578 3578 2018 2019.25 18
1 87 4 4 1931 1 1861 1861 2018 2019.25 18
1 87.25 1 1 1931 0 5107 5339 2018.25 2019.5 18
1 87.25 1 1 1931 1 2688 2823 2018.25 2019.5 18
1 87.25 1 2 1931 0 155 5339 2018.25 2019.5 18
1 87.25 1 2 1931 1 83 2823 2018.25 2019.5 18
1 87.25 1 3 1931 0 13 5339 2018.25 2019.5 18
1 87.25 1 3 1931 1 11 2823 2018.25 2019.5 18
1 87.25 1 4 1931 0 64 5339 2018.25 2019.5 18
1 87.25 1 4 1931 1 41 2823 2018.25 2019.5 18
1 87.25 2 2 1931 0 2186 2361 2018.25 2019.5 18
1 87.25 2 2 1931 1 1017 1096 2018.25 2019.5 18
1 87.25 2 3 1931 0 66 2361 2018.25 2019.5 18
1 87.25 2 3 1931 1 27 1096 2018.25 2019.5 18
1 87.25 2 4 1931 0 109 2361 2018.25 2019.5 18
1 87.25 2 4 1931 1 52 1096 2018.25 2019.5 18
1 87.25 3 3 1931 0 776 850 2018.25 2019.5 18
1 87.25 3 3 1931 1 385 431 2018.25 2019.5 18
1 87.25 3 4 1931 0 74 850 2018.25 2019.5 18
1 87.25 3 4 1931 1 46 431 2018.25 2019.5 18
1 87.25 4 4 1931 0 3843 3843 2018.25 2019.5 18
1 87.25 4 4 1931 1 2026 2026 2018.25 2019.5 18
1 87.5 1 1 1931 0 4824 5107 2018.5 2019.75 18
1 87.5 1 1 1931 1 2556 2688 2018.5 2019.75 18
1 87.5 1 2 1931 0 201 5107 2018.5 2019.75 18
1 87.5 1 2 1931 1 94 2688 2018.5 2019.75 18
1 87.5 1 3 1931 0 19 5107 2018.5 2019.75 18
1 87.5 1 3 1931 1 9 2688 2018.5 2019.75 18
1 87.5 1 4 1931 0 63 5107 2018.5 2019.75 18
1 87.5 1 4 1931 1 29 2688 2018.5 2019.75 18
1 87.5 2 2 1931 0 2165 2341 2018.5 2019.75 18
1 87.5 2 2 1931 1 1021 1100 2018.5 2019.75 18
1 87.5 2 3 1931 0 70 2341 2018.5 2019.75 18
1 87.5 2 3 1931 1 37 1100 2018.5 2019.75 18
1 87.5 2 4 1931 0 106 2341 2018.5 2019.75 18
1 87.5 2 4 1931 1 42 1100 2018.5 2019.75 18
1 87.5 3 3 1931 0 764 855 2018.5 2019.75 18
1 87.5 3 3 1931 1 381 423 2018.5 2019.75 18
1 87.5 3 4 1931 0 91 855 2018.5 2019.75 18
1 87.5 3 4 1931 1 42 423 2018.5 2019.75 18
1 87.5 4 4 1931 0 4090 4090 2018.5 2019.75 18
1 87.5 4 4 1931 1 2165 2165 2018.5 2019.75 18
1 87.75 1 1 1931 0 4580 4824 2018.75 2020 18
1 87.75 1 1 1931 1 2412 2556 2018.75 2020 18
1 87.75 1 2 1931 0 170 4824 2018.75 2020 18
1 87.75 1 2 1931 1 99 2556 2018.75 2020 18
1 87.75 1 3 1931 0 9 4824 2018.75 2020 18
1 87.75 1 3 1931 1 7 2556 2018.75 2020 18
1 87.75 1 4 1931 0 65 4824 2018.75 2020 18
1 87.75 1 4 1931 1 38 2556 2018.75 2020 18
1 87.75 2 2 1931 0 2217 2366 2018.75 2020 18
1 87.75 2 2 1931 1 1024 1115 2018.75 2020 18
1 87.75 2 3 1931 0 71 2366 2018.75 2020 18
1 87.75 2 3 1931 1 39 1115 2018.75 2020 18
1 87.75 2 4 1931 0 78 2366 2018.75 2020 18
1 87.75 2 4 1931 1 52 1115 2018.75 2020 18
1 87.75 3 3 1931 0 750 853 2018.75 2020 18
1 87.75 3 3 1931 1 376 427 2018.75 2020 18
1 87.75 3 4 1931 0 103 853 2018.75 2020 18
1 87.75 3 4 1931 1 51 427 2018.75 2020 18
1 87.75 4 4 1931 0 4350 4350 2018.75 2020 18
1 87.75 4 4 1931 1 2278 2278 2018.75 2020 18
0 86 1 1 1932 0 7887 8226 2018 2019.25 18
0 86 1 1 1932 1 3996 4177 2018 2019.25 18
0 86 1 2 1932 0 296 8226 2018 2019.25 18
0 86 1 2 1932 1 144 4177 2018 2019.25 18
0 86 1 3 1932 0 15 8226 2018 2019.25 18
0 86 1 3 1932 1 8 4177 2018 2019.25 18
0 86 1 4 1932 0 28 8226 2018 2019.25 18
0 86 1 4 1932 1 29 4177 2018 2019.25 18
0 86 2 2 1932 0 4791 5052 2018 2019.25 18
0 86 2 2 1932 1 2306 2453 2018 2019.25 18
0 86 2 3 1932 0 148 5052 2018 2019.25 18
0 86 2 3 1932 1 91 2453 2018 2019.25 18
0 86 2 4 1932 0 113 5052 2018 2019.25 18
0 86 2 4 1932 1 56 2453 2018 2019.25 18
0 86 3 3 1932 0 1694 1824 2018 2019.25 18
0 86 3 3 1932 1 852 918 2018 2019.25 18
0 86 3 4 1932 0 130 1824 2018 2019.25 18
0 86 3 4 1932 1 66 918 2018 2019.25 18
0 86 4 4 1932 0 3621 3621 2018 2019.25 18
0 86 4 4 1932 1 1868 1868 2018 2019.25 18
0 86.25 1 1 1932 0 7522 7887 2018.25 2019.5 18
0 86.25 1 1 1932 1 3830 3996 2018.25 2019.5 18
0 86.25 1 2 1932 0 315 7887 2018.25 2019.5 18
0 86.25 1 2 1932 1 139 3996 2018.25 2019.5 18
0 86.25 1 3 1932 0 16 7887 2018.25 2019.5 18
0 86.25 1 3 1932 1 4 3996 2018.25 2019.5 18
0 86.25 1 4 1932 0 34 7887 2018.25 2019.5 18
0 86.25 1 4 1932 1 23 3996 2018.25 2019.5 18
0 86.25 2 2 1932 0 4845 5087 2018.25 2019.5 18
0 86.25 2 2 1932 1 2322 2450 2018.25 2019.5 18
0 86.25 2 3 1932 0 138 5087 2018.25 2019.5 18
0 86.25 2 3 1932 1 66 2450 2018.25 2019.5 18
0 86.25 2 4 1932 0 104 5087 2018.25 2019.5 18
0 86.25 2 4 1932 1 62 2450 2018.25 2019.5 18
0 86.25 3 3 1932 0 1708 1857 2018.25 2019.5 18
0 86.25 3 3 1932 1 893 951 2018.25 2019.5 18
0 86.25 3 4 1932 0 149 1857 2018.25 2019.5 18
0 86.25 3 4 1932 1 58 951 2018.25 2019.5 18
0 86.25 4 4 1932 0 3892 3892 2018.25 2019.5 18
0 86.25 4 4 1932 1 2019 2019 2018.25 2019.5 18
0 86.5 1 1 1932 0 7168 7522 2018.5 2019.75 18
0 86.5 1 1 1932 1 3669 3830 2018.5 2019.75 18
0 86.5 1 2 1932 0 295 7522 2018.5 2019.75 18
0 86.5 1 2 1932 1 141 3830 2018.5 2019.75 18
0 86.5 1 3 1932 0 13 7522 2018.5 2019.75 18
0 86.5 1 3 1932 1 5 3830 2018.5 2019.75 18
0 86.5 1 4 1932 0 46 7522 2018.5 2019.75 18
0 86.5 1 4 1932 1 15 3830 2018.5 2019.75 18
0 86.5 2 2 1932 0 4893 5160 2018.5 2019.75 18
0 86.5 2 2 1932 1 2340 2461 2018.5 2019.75 18
0 86.5 2 3 1932 0 136 5160 2018.5 2019.75 18
0 86.5 2 3 1932 1 66 2461 2018.5 2019.75 18
0 86.5 2 4 1932 0 131 5160 2018.5 2019.75 18
0 86.5 2 4 1932 1 55 2461 2018.5 2019.75 18
0 86.5 3 3 1932 0 1733 1862 2018.5 2019.75 18
0 86.5 3 3 1932 1 900 963 2018.5 2019.75 18
0 86.5 3 4 1932 0 129 1862 2018.5 2019.75 18
0 86.5 3 4 1932 1 63 963 2018.5 2019.75 18
0 86.5 4 4 1932 0 4179 4179 2018.5 2019.75 18
0 86.5 4 4 1932 1 2162 2162 2018.5 2019.75 18
0 86.75 1 1 1932 0 6804 7168 2018.75 2020 18
0 86.75 1 1 1932 1 3508 3669 2018.75 2020 18
0 86.75 1 2 1932 0 295 7168 2018.75 2020 18
0 86.75 1 2 1932 1 132 3669 2018.75 2020 18
0 86.75 1 3 1932 0 24 7168 2018.75 2020 18
0 86.75 1 3 1932 1 6 3669 2018.75 2020 18
0 86.75 1 4 1932 0 45 7168 2018.75 2020 18
0 86.75 1 4 1932 1 23 3669 2018.75 2020 18
0 86.75 2 2 1932 0 4960 5188 2018.75 2020 18
0 86.75 2 2 1932 1 2338 2481 2018.75 2020 18
0 86.75 2 3 1932 0 120 5188 2018.75 2020 18
0 86.75 2 3 1932 1 78 2481 2018.75 2020 18
0 86.75 2 4 1932 0 108 5188 2018.75 2020 18
0 86.75 2 4 1932 1 65 2481 2018.75 2020 18
0 86.75 3 3 1932 0 1758 1882 2018.75 2020 18
0 86.75 3 3 1932 1 915 971 2018.75 2020 18
0 86.75 3 4 1932 0 124 1882 2018.75 2020 18
0 86.75 3 4 1932 1 56 971 2018.75 2020 18
0 86.75 4 4 1932 0 4485 4485 2018.75 2020 18
0 86.75 4 4 1932 1 2295 2295 2018.75 2020 18
1 86 1 1 1932 0 6560 6863 2018 2019.25 18
1 86 1 1 1932 1 3397 3562 2018 2019.25 18
1 86 1 2 1932 0 206 6863 2018 2019.25 18
1 86 1 2 1932 1 107 3562 2018 2019.25 18
1 86 1 3 1932 0 22 6863 2018 2019.25 18
1 86 1 3 1932 1 16 3562 2018 2019.25 18
1 86 1 4 1932 0 75 6863 2018 2019.25 18
1 86 1 4 1932 1 42 3562 2018 2019.25 18
1 86 2 2 1932 0 2226 2396 2018 2019.25 18
1 86 2 2 1932 1 1067 1149 2018 2019.25 18
1 86 2 3 1932 0 70 2396 2018 2019.25 18
1 86 2 3 1932 1 36 1149 2018 2019.25 18
1 86 2 4 1932 0 100 2396 2018 2019.25 18
1 86 2 4 1932 1 46 1149 2018 2019.25 18
1 86 3 3 1932 0 798 896 2018 2019.25 18
1 86 3 3 1932 1 368 409 2018 2019.25 18
1 86 3 4 1932 0 98 896 2018 2019.25 18
1 86 3 4 1932 1 41 409 2018 2019.25 18
1 86 4 4 1932 0 3494 3494 2018 2019.25 18
1 86 4 4 1932 1 1867 1867 2018 2019.25 18
1 86.25 1 1 1932 0 6300 6560 2018.25 2019.5 18
1 86.25 1 1 1932 1 3245 3397 2018.25 2019.5 18
1 86.25 1 2 1932 0 164 6560 2018.25 2019.5 18
1 86.25 1 2 1932 1 96 3397 2018.25 2019.5 18
1 86.25 1 3 1932 0 16 6560 2018.25 2019.5 18
1 86.25 1 3 1932 1 14 3397 2018.25 2019.5 18
1 86.25 1 4 1932 0 80 6560 2018.25 2019.5 18
1 86.25 1 4 1932 1 42 3397 2018.25 2019.5 18
1 86.25 2 2 1932 0 2245 2432 2018.25 2019.5 18
1 86.25 2 2 1932 1 1091 1174 2018.25 2019.5 18
1 86.25 2 3 1932 0 68 2432 2018.25 2019.5 18
1 86.25 2 3 1932 1 34 1174 2018.25 2019.5 18
1 86.25 2 4 1932 0 119 2432 2018.25 2019.5 18
1 86.25 2 4 1932 1 49 1174 2018.25 2019.5 18
1 86.25 3 3 1932 0 793 890 2018.25 2019.5 18
1 86.25 3 3 1932 1 379 420 2018.25 2019.5 18
1 86.25 3 4 1932 0 97 890 2018.25 2019.5 18
1 86.25 3 4 1932 1 41 420 2018.25 2019.5 18
1 86.25 4 4 1932 0 3767 3767 2018.25 2019.5 18
1 86.25 4 4 1932 1 1996 1996 2018.25 2019.5 18
1 86.5 1 1 1932 0 6063 6300 2018.5 2019.75 18
1 86.5 1 1 1932 1 3105 3245 2018.5 2019.75 18
1 86.5 1 2 1932 0 160 6300 2018.5 2019.75 18
1 86.5 1 2 1932 1 92 3245 2018.5 2019.75 18
1 86.5 1 3 1932 0 15 6300 2018.5 2019.75 18
1 86.5 1 3 1932 1 9 3245 2018.5 2019.75 18
1 86.5 1 4 1932 0 62 6300 2018.5 2019.75 18
1 86.5 1 4 1932 1 39 3245 2018.5 2019.75 18
1 86.5 2 2 1932 0 2242 2409 2018.5 2019.75 18
1 86.5 2 2 1932 1 1105 1187 2018.5 2019.75 18
1 86.5 2 3 1932 0 66 2409 2018.5 2019.75 18
1 86.5 2 3 1932 1 35 1187 2018.5 2019.75 18
1 86.5 2 4 1932 0 101 2409 2018.5 2019.75 18
1 86.5 2 4 1932 1 47 1187 2018.5 2019.75 18
1 86.5 3 3 1932 0 798 877 2018.5 2019.75 18
1 86.5 3 3 1932 1 392 427 2018.5 2019.75 18
1 86.5 3 4 1932 0 79 877 2018.5 2019.75 18
1 86.5 3 4 1932 1 35 427 2018.5 2019.75 18
1 86.5 4 4 1932 0 4063 4063 2018.5 2019.75 18
1 86.5 4 4 1932 1 2128 2128 2018.5 2019.75 18
1 86.75 1 1 1932 0 5809 6063 2018.75 2020 18
1 86.75 1 1 1932 1 2955 3105 2018.75 2020 18
1 86.75 1 2 1932 0 173 6063 2018.75 2020 18
1 86.75 1 2 1932 1 94 3105 2018.75 2020 18
1 86.75 1 3 1932 0 16 6063 2018.75 2020 18
1 86.75 1 3 1932 1 13 3105 2018.75 2020 18
1 86.75 1 4 1932 0 65 6063 2018.75 2020 18
1 86.75 1 4 1932 1 43 3105 2018.75 2020 18
1 86.75 2 2 1932 0 2228 2402 2018.75 2020 18
1 86.75 2 2 1932 1 1115 1197 2018.75 2020 18
1 86.75 2 3 1932 0 59 2402 2018.75 2020 18
1 86.75 2 3 1932 1 30 1197 2018.75 2020 18
1 86.75 2 4 1932 0 115 2402 2018.75 2020 18
1 86.75 2 4 1932 1 52 1197 2018.75 2020 18
1 86.75 3 3 1932 0 773 879 2018.75 2020 18
1 86.75 3 3 1932 1 392 436 2018.75 2020 18
1 86.75 3 4 1932 0 106 879 2018.75 2020 18
1 86.75 3 4 1932 1 44 436 2018.75 2020 18
1 86.75 4 4 1932 0 4305 4305 2018.75 2020 18
1 86.75 4 4 1932 1 2249 2249 2018.75 2020 18
0 85 1 1 1933 0 9043 9418 2018 2019.25 18
0 85 1 1 1933 1 4526 4705 2018 2019.25 18
0 85 1 2 1933 0 310 9418 2018 2019.25 18
0 85 1 2 1933 1 143 4705 2018 2019.25 18
0 85 1 3 1933 0 11 9418 2018 2019.25 18
0 85 1 3 1933 1 13 4705 2018 2019.25 18
0 85 1 4 1933 0 54 9418 2018 2019.25 18
0 85 1 4 1933 1 23 4705 2018 2019.25 18
0 85 2 2 1933 0 4433 4659 2018 2019.25 18
0 85 2 2 1933 1 2190 2288 2018 2019.25 18
0 85 2 3 1933 0 132 4659 2018 2019.25 18
0 85 2 3 1933 1 48 2288 2018 2019.25 18
0 85 2 4 1933 0 94 4659 2018 2019.25 18
0 85 2 4 1933 1 50 2288 2018 2019.25 18
0 85 3 3 1933 0 1541 1635 2018 2019.25 18
0 85 3 3 1933 1 743 800 2018 2019.25 18
0 85 3 4 1933 0 94 1635 2018 2019.25 18
0 85 3 4 1933 1 57 800 2018 2019.25 18
0 85 4 4 1933 0 3216 3216 2018 2019.25 18
0 85 4 4 1933 1 1659 1659 2018 2019.25 18
0 85.25 1 1 1933 0 8709 9043 2018.25 2019.5 18
0 85.25 1 1 1933 1 4373 4526 2018.25 2019.5 18
0 85.25 1 2 1933 0 269 9043 2018.25 2019.5 18
0 85.25 1 2 1933 1 122 4526 2018.25 2019.5 18
0 85.25 1 3 1933 0 11 9043 2018.25 2019.5 18
0 85.25 1 3 1933 1 10 4526 2018.25 2019.5 18
0 85.25 1 4 1933 0 54 9043 2018.25 2019.5 18
0 85.25 1 4 1933 1 21 4526 2018.25 2019.5 18
0 85.25 2 2 1933 0 4542 4743 2018.25 2019.5 18
0 85.25 2 2 1933 1 2242 2333 2018.25 2019.5 18
0 85.25 2 3 1933 0 105 4743 2018.25 2019.5 18
0 85.25 2 3 1933 1 43 2333 2018.25 2019.5 18
0 85.25 2 4 1933 0 96 4743 2018.25 2019.5 18
0 85.25 2 4 1933 1 48 2333 2018.25 2019.5 18
0 85.25 3 3 1933 0 1575 1684 2018.25 2019.5 18
0 85.25 3 3 1933 1 763 804 2018.25 2019.5 18
0 85.25 3 4 1933 0 109 1684 2018.25 2019.5 18
0 85.25 3 4 1933 1 41 804 2018.25 2019.5 18
0 85.25 4 4 1933 0 3458 3458 2018.25 2019.5 18
0 85.25 4 4 1933 1 1789 1789 2018.25 2019.5 18
0 85.5 1 1 1933 0 8347 8709 2018.5 2019.75 18
0 85.5 1 1 1933 1 4204 4373 2018.5 2019.75 18
0 85.5 1 2 1933 0 302 8709 2018.5 2019.75 18
0 85.5 1 2 1933 1 140 4373 2018.5 2019.75 18
0 85.5 1 3 1933 0 16 8709 2018.5 2019.75 18
0 85.5 1 3 1933 1 7 4373 2018.5 2019.75 18
0 85.5 1 4 1933 0 44 8709 2018.5 2019.75 18
0 85.5 1 4 1933 1 22 4373 2018.5 2019.75 18
0 85.5 2 2 1933 0 4591 4811 2018.5 2019.75 18
0 85.5 2 2 1933 1 2248 2364 2018.5 2019.75 18
0 85.5 2 3 1933 0 118 4811 2018.5 2019.75 18
0 85.5 2 3 1933 1 66 2364 2018.5 2019.75 18
0 85.5 2 4 1933 0 102 4811 2018.5 2019.75 18
0 85.5 2 4 1933 1 50 2364 2018.5 2019.75 18
0 85.5 3 3 1933 0 1581 1691 2018.5 2019.75 18
0 85.5 3 3 1933 1 770 816 2018.5 2019.75 18
0 85.5 3 4 1933 0 110 1691 2018.5 2019.75 18
0 85.5 3 4 1933 1 46 816 2018.5 2019.75 18
0 85.5 4 4 1933 0 3717 3717 2018.5 2019.75 18
0 85.5 4 4 1933 1 1899 1899 2018.5 2019.75 18
0 85.75 1 1 1933 0 8011 8347 2018.75 2020 18
0 85.75 1 1 1933 1 4030 4204 2018.75 2020 18
0 85.75 1 2 1933 0 273 8347 2018.75 2020 18
0 85.75 1 2 1933 1 136 4204 2018.75 2020 18
0 85.75 1 3 1933 0 12 8347 2018.75 2020 18
0 85.75 1 3 1933 1 13 4204 2018.75 2020 18
0 85.75 1 4 1933 0 51 8347 2018.75 2020 18
0 85.75 1 4 1933 1 25 4204 2018.75 2020 18
0 85.75 2 2 1933 0 4651 4893 2018.75 2020 18
0 85.75 2 2 1933 1 2273 2388 2018.75 2020 18
0 85.75 2 3 1933 0 156 4893 2018.75 2020 18
0 85.75 2 3 1933 1 63 2388 2018.75 2020 18
0 85.75 2 4 1933 0 86 4893 2018.75 2020 18
0 85.75 2 4 1933 1 52 2388 2018.75 2020 18
0 85.75 3 3 1933 0 1615 1715 2018.75 2020 18
0 85.75 3 3 1933 1 788 843 2018.75 2020 18
0 85.75 3 4 1933 0 100 1715 2018.75 2020 18
0 85.75 3 4 1933 1 55 843 2018.75 2020 18
0 85.75 4 4 1933 0 3973 3973 2018.75 2020 18
0 85.75 4 4 1933 1 2017 2017 2018.75 2020 18
1 85 1 1 1933 0 7590 7869 2018 2019.25 18
1 85 1 1 1933 1 3980 4123 2018 2019.25 18
1 85 1 2 1933 0 181 7869 2018 2019.25 18
1 85 1 2 1933 1 98 4123 2018 2019.25 18
1 85 1 3 1933 0 21 7869 2018 2019.25 18
1 85 1 3 1933 1 5 4123 2018 2019.25 18
1 85 1 4 1933 0 77 7869 2018 2019.25 18
1 85 1 4 1933 1 40 4123 2018 2019.25 18
1 85 2 2 1933 0 2083 2241 2018 2019.25 18
1 85 2 2 1933 1 1072 1158 2018 2019.25 18
1 85 2 3 1933 0 72 2241 2018 2019.25 18
1 85 2 3 1933 1 39 1158 2018 2019.25 18
1 85 2 4 1933 0 86 2241 2018 2019.25 18
1 85 2 4 1933 1 47 1158 2018 2019.25 18
1 85 3 3 1933 0 677 745 2018 2019.25 18
1 85 3 3 1933 1 365 396 2018 2019.25 18
1 85 3 4 1933 0 68 745 2018 2019.25 18
1 85 3 4 1933 1 31 396 2018 2019.25 18
1 85 4 4 1933 0 3210 3210 2018 2019.25 18
1 85 4 4 1933 1 1786 1786 2018 2019.25 18
1 85.25 1 1 1933 0 7339 7590 2018.25 2019.5 18
1 85.25 1 1 1933 1 3845 3980 2018.25 2019.5 18
1 85.25 1 2 1933 0 169 7590 2018.25 2019.5 18
1 85.25 1 2 1933 1 77 3980 2018.25 2019.5 18
1 85.25 1 3 1933 0 9 7590 2018.25 2019.5 18
1 85.25 1 3 1933 1 8 3980 2018.25 2019.5 18
1 85.25 1 4 1933 0 73 7590 2018.25 2019.5 18
1 85.25 1 4 1933 1 50 3980 2018.25 2019.5 18
1 85.25 2 2 1933 0 2126 2264 2018.25 2019.5 18
1 85.25 2 2 1933 1 1066 1170 2018.25 2019.5 18
1 85.25 2 3 1933 0 69 2264 2018.25 2019.5 18
1 85.25 2 3 1933 1 43 1170 2018.25 2019.5 18
1 85.25 2 4 1933 0 69 2264 2018.25 2019.5 18
1 85.25 2 4 1933 1 61 1170 2018.25 2019.5 18
1 85.25 3 3 1933 0 691 770 2018.25 2019.5 18
1 85.25 3 3 1933 1 375 409 2018.25 2019.5 18
1 85.25 3 4 1933 0 79 770 2018.25 2019.5 18
1 85.25 3 4 1933 1 34 409 2018.25 2019.5 18
1 85.25 4 4 1933 0 3441 3441 2018.25 2019.5 18
1 85.25 4 4 1933 1 1904 1904 2018.25 2019.5 18
1 85.5 1 1 1933 0 7061 7339 2018.5 2019.75 18
1 85.5 1 1 1933 1 3682 3845 2018.5 2019.75 18
1 85.5 1 2 1933 0 192 7339 2018.5 2019.75 18
1 85.5 1 2 1933 1 100 3845 2018.5 2019.75 18
1 85.5 1 3 1933 0 12 7339 2018.5 2019.75 18
1 85.5 1 3 1933 1 8 3845 2018.5 2019.75 18
1 85.5 1 4 1933 0 74 7339 2018.5 2019.75 18
1 85.5 1 4 1933 1 55 3845 2018.5 2019.75 18
1 85.5 2 2 1933 0 2125 2295 2018.5 2019.75 18
1 85.5 2 2 1933 1 1083 1143 2018.5 2019.75 18
1 85.5 2 3 1933 0 72 2295 2018.5 2019.75 18
1 85.5 2 3 1933 1 33 1143 2018.5 2019.75 18
1 85.5 2 4 1933 0 98 2295 2018.5 2019.75 18
1 85.5 2 4 1933 1 27 1143 2018.5 2019.75 18
1 85.5 3 3 1933 0 712 769 2018.5 2019.75 18
1 85.5 3 3 1933 1 371 426 2018.5 2019.75 18
1 85.5 3 4 1933 0 57 769 2018.5 2019.75 18
1 85.5 3 4 1933 1 55 426 2018.5 2019.75 18
1 85.5 4 4 1933 0 3662 3662 2018.5 2019.75 18
1 85.5 4 4 1933 1 2049 2049 2018.5 2019.75 18
1 85.75 1 1 1933 0 6771 7061 2018.75 2020 18
1 85.75 1 1 1933 1 3536 3682 2018.75 2020 18
1 85.75 1 2 1933 0 197 7061 2018.75 2020 18
1 85.75 1 2 1933 1 97 3682 2018.75 2020 18
1 85.75 1 3 1933 0 12 7061 2018.75 2020 18
1 85.75 1 3 1933 1 13 3682 2018.75 2020 18
1 85.75 1 4 1933 0 81 7061 2018.75 2020 18
1 85.75 1 4 1933 1 36 3682 2018.75 2020 18
1 85.75 2 2 1933 0 2148 2317 2018.75 2020 18
1 85.75 2 2 1933 1 1085 1183 2018.75 2020 18
1 85.75 2 3 1933 0 75 2317 2018.75 2020 18
1 85.75 2 3 1933 1 33 1183 2018.75 2020 18
1 85.75 2 4 1933 0 94 2317 2018.75 2020 18
1 85.75 2 4 1933 1 65 1183 2018.75 2020 18
1 85.75 3 3 1933 0 715 796 2018.75 2020 18
1 85.75 3 3 1933 1 365 412 2018.75 2020 18
1 85.75 3 4 1933 0 81 796 2018.75 2020 18
1 85.75 3 4 1933 1 47 412 2018.75 2020 18
1 85.75 4 4 1933 0 3891 3891 2018.75 2020 18
1 85.75 4 4 1933 1 2186 2186 2018.75 2020 18
0 84 1 1 1934 0 10709 11062 2018 2019.25 18
0 84 1 1 1934 1 5165 5370 2018 2019.25 18
0 84 1 2 1934 0 296 11062 2018 2019.25 18
0 84 1 2 1934 1 166 5370 2018 2019.25 18
0 84 1 3 1934 0 11 11062 2018 2019.25 18
0 84 1 3 1934 1 9 5370 2018 2019.25 18
0 84 1 4 1934 0 46 11062 2018 2019.25 18
0 84 1 4 1934 1 30 5370 2018 2019.25 18
0 84 2 2 1934 0 4282 4462 2018 2019.25 18
0 84 2 2 1934 1 2169 2287 2018 2019.25 18
0 84 2 3 1934 0 101 4462 2018 2019.25 18
0 84 2 3 1934 1 63 2287 2018 2019.25 18
0 84 2 4 1934 0 79 4462 2018 2019.25 18
0 84 2 4 1934 1 55 2287 2018 2019.25 18
0 84 3 3 1934 0 1414 1509 2018 2019.25 18
0 84 3 3 1934 1 689 736 2018 2019.25 18
0 84 3 4 1934 0 95 1509 2018 2019.25 18
0 84 3 4 1934 1 47 736 2018 2019.25 18
0 84 4 4 1934 0 2914 2914 2018 2019.25 18
0 84 4 4 1934 1 1585 1585 2018 2019.25 18
0 84.25 1 1 1934 0 10375 10709 2018.25 2019.5 18
0 84.25 1 1 1934 1 5012 5165 2018.25 2019.5 18
0 84.25 1 2 1934 0 278 10709 2018.25 2019.5 18
0 84.25 1 2 1934 1 120 5165 2018.25 2019.5 18
0 84.25 1 3 1934 0 14 10709 2018.25 2019.5 18
0 84.25 1 3 1934 1 7 5165 2018.25 2019.5 18
0 84.25 1 4 1934 0 42 10709 2018.25 2019.5 18
0 84.25 1 4 1934 1 26 5165 2018.25 2019.5 18
0 84.25 2 2 1934 0 4384 4578 2018.25 2019.5 18
0 84.25 2 2 1934 1 2244 2335 2018.25 2019.5 18
0 84.25 2 3 1934 0 92 4578 2018.25 2019.5 18
0 84.25 2 3 1934 1 42 2335 2018.25 2019.5 18
0 84.25 2 4 1934 0 102 4578 2018.25 2019.5 18
0 84.25 2 4 1934 1 49 2335 2018.25 2019.5 18
0 84.25 3 3 1934 0 1428 1526 2018.25 2019.5 18
0 84.25 3 3 1934 1 710 761 2018.25 2019.5 18
0 84.25 3 4 1934 0 98 1526 2018.25 2019.5 18
0 84.25 3 4 1934 1 51 761 2018.25 2019.5 18
0 84.25 4 4 1934 0 3134 3134 2018.25 2019.5 18
0 84.25 4 4 1934 1 1717 1717 2018.25 2019.5 18
0 84.5 1 1 1934 0 9995 10375 2018.5 2019.75 18
0 84.5 1 1 1934 1 4828 5012 2018.5 2019.75 18
0 84.5 1 2 1934 0 309 10375 2018.5 2019.75 18
0 84.5 1 2 1934 1 149 5012 2018.5 2019.75 18
0 84.5 1 3 1934 0 11 10375 2018.5 2019.75 18
0 84.5 1 3 1934 1 9 5012 2018.5 2019.75 18
0 84.5 1 4 1934 0 60 10375 2018.5 2019.75 18
0 84.5 1 4 1934 1 26 5012 2018.5 2019.75 18
0 84.5 2 2 1934 0 4418 4662 2018.5 2019.75 18
0 84.5 2 2 1934 1 2250 2364 2018.5 2019.75 18
0 84.5 2 3 1934 0 126 4662 2018.5 2019.75 18
0 84.5 2 3 1934 1 60 2364 2018.5 2019.75 18
0 84.5 2 4 1934 0 118 4662 2018.5 2019.75 18
0 84.5 2 4 1934 1 54 2364 2018.5 2019.75 18
0 84.5 3 3 1934 0 1443 1534 2018.5 2019.75 18
0 84.5 3 3 1934 1 716 759 2018.5 2019.75 18
0 84.5 3 4 1934 0 91 1534 2018.5 2019.75 18
0 84.5 3 4 1934 1 43 759 2018.5 2019.75 18
0 84.5 4 4 1934 0 3376 3376 2018.5 2019.75 18
0 84.5 4 4 1934 1 1843 1843 2018.5 2019.75 18
